destination_id,name,alternative_names,city,district,state,country,latitude,longitude,destination_type,heritage_category,description,historical_significance,cultural_significance,best_time_to_visit,recommended_duration,estimated_budget,budget_category,crowd_level,hidden_gem_score,tourism_popularity,visitor_count,domestic_visitors,international_visitors,accessibility_score,senior_friendly,wheelchair_accessible,walking_difficulty,public_transport_available,nearest_transport,nearest_hospital,nearest_police_station,network_availability,lighting_condition,women_safety_score,women_safety_notes,emergency_support,nearby_safe_stay,sanitary_facilities,local_artisan_presence,local_crafts,local_food,cultural_experiences,responsible_tourism_notes,source,source_url,source_year,data_confidence
BV-ASI-0113,Red Fort,NULL,Delhi,Not Available,Delhi,India,28.6562,77.241,Centrally Protected Monument/Site,UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Iconic,2291408,2200044,91364,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0114,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",NULL,Patna,Not Available,Bihar,India,25.6067,85.1547,Monument/Site (unverified against supplied CPM PDF),Archaeological Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,110169,109962,207,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0115,Residency Building,NULL,Lucknow,Not Available,Uttar Pradesh,India,26.8607,80.9169,Centrally Protected Monument/Site,Colonial Monument,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,119715,116348,3367,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0116,"Rock-cut Jain Temple, Sittannavasasl",NULL,Sittanavasal,Not Available,Tamil Nadu,India,10.4747,78.7343,Monument/Site (unverified against supplied CPM PDF),Temple,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,32064,31876,188,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0117,Rock-cut Temples and Sculptures,NULL,Masrur,Not Available,Himachal Pradesh,India,32.0833,76.2833,Monument/Site (unverified against supplied CPM PDF),Temple,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,75148,73439,1709,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0118,Roopmati's Pavilion,NULL,Mandu,Not Available,Madhya Pradesh,India,22.3306,75.3844,Monument/Site (unverified against supplied CPM PDF),Palace,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,394369,392485,1884,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0119,"Rudabai Step Well, Adalaj",NULL,Adalaj,Not Available,Gujarat,India,23.1667,72.5833,Monument/Site (unverified against supplied CPM PDF),Stepwell,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,395949,388042,7907,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0120,"Ruined Fort, kangra",NULL,Kangra,Not Available,Himachal Pradesh,India,32.1023,76.2694,Centrally Protected Monument/Site,Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,93064,91306,1758,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0121,Ruins of Buddhist Temples and Images lalitgiri,NULL,Lalitgiri,Not Available,Odisha,India,20.63,86.25,Monument/Site (unverified against supplied CPM PDF),Stupa/Buddhist Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,44962,44573,389,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0122,Safdarjung Tomb,NULL,Delhi,Not Available,Delhi,India,28.5913,77.2122,Monument/Site (unverified against supplied CPM PDF),Tomb,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,88915,72938,15977,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0123,Shaniwarwada,NULL,Pune,Not Available,Maharashtra,India,18.5195,73.8553,Monument/Site (unverified against supplied CPM PDF),Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Iconic,1136577,1128072,8505,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0124,Sheikh Chilli's Tomb,NULL,Kurukshetra (Thanesar),Not Available,Haryana,India,29.9695,76.8783,Centrally Protected Monument/Site,Tomb,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,39809,39763,46,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0125,Sher Shah's Tomb,NULL,Sasaram,Not Available,Bihar,India,24.9505,84.0201,Monument/Site (unverified against supplied CPM PDF),Tomb,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,208330,208177,153,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0126,Site of Sahet mahet,NULL,Shravasti,Not Available,Uttar Pradesh,India,27.5079,82.0509,Centrally Protected Monument/Site,Archaeological Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,88225,74597,13628,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0127,Sultanghari Tomb,NULL,Delhi,Not Available,Delhi,India,28.523,77.159,Monument/Site (unverified against supplied CPM PDF),Tomb,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,536,530,6,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0128,"Sun Temple, Konark",NULL,Konark,Not Available,Odisha,India,19.8876,86.0945,Monument/Site (unverified against supplied CPM PDF),UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Iconic,2002721,1997427,5294,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0129,"Sun temple, Modhera",NULL,Modhera,Not Available,Gujarat,India,23.5859,72.1258,Monument/Site (unverified against supplied CPM PDF),Temple,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,211760,208028,3732,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0130,Suraj Kund,NULL,Faridabad,Not Available,Haryana,India,28.47,77.28,Centrally Protected Monument/Site,Archaeological Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,91519,91447,72,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0131,Taj Mahal,NULL,Agra,Not Available,Uttar Pradesh,India,27.1751,78.0421,Centrally Protected Monument/Site,UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Iconic,5075125,4429710,645415,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0132,Temple of Laxman and Old sites including sculptures sirpur,NULL,Sirpur,Not Available,Chhattisgarh,India,21.3333,82.1833,Monument/Site (unverified against supplied CPM PDF),Temple,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,63855,63759,96,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0133,"Temples & Sculpture Shed, lakkumdi",NULL,Lakkundi,Not Available,Karnataka,India,15.3705,75.708,Monument/Site (unverified against supplied CPM PDF),Temple,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,13110,13019,91,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0134,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,NULL,Ratnagiri,Not Available,Odisha,India,20.6167,86.3333,Monument/Site (unverified against supplied CPM PDF),Stupa/Buddhist Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,35133,34562,571,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0135,"The palace situated in the fort, Burhanpur",NULL,Burhanpur,Not Available,Madhya Pradesh,India,21.3009,76.2291,Centrally Protected Monument/Site,Palace,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,47577,47305,272,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0136,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",NULL,Saluvankuppam,Not Available,Tamil Nadu,India,12.6423,80.1943,Monument/Site (unverified against supplied CPM PDF),Temple,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,44796,43733,1063,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0137,Tirumalai Nayak's Palace Srivilliputhur,NULL,Srivilliputhur,Not Available,Tamil Nadu,India,9.5107,77.6331,Monument/Site (unverified against supplied CPM PDF),Palace,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,30506,30046,460,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0138,Tomb of Lal Khan,NULL,Varanasi,Not Available,Uttar Pradesh,India,25.32,83.01,Centrally Protected Monument/Site,Tomb,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,6828,6819,9,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0139,Tomb of Rabia Durani (Bibi ka Maqbara),NULL,Aurangabad (Chhatrapati Sambhajinagar),Not Available,Maharashtra,India,19.9095,75.304,Monument/Site (unverified against supplied CPM PDF),Tomb,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Iconic,1121308,1111778,9530,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0140,Tughluqabad,NULL,Delhi,Not Available,Delhi,India,28.5083,77.2578,Monument/Site (unverified against supplied CPM PDF),Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,77043,76135,908,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0141,Undavalli caves,NULL,Undavalli,Not Available,Andhra Pradesh,India,16.509,80.598,Monument/Site (unverified against supplied CPM PDF),Cave Monument,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,109801,109307,494,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0142,Upper Fort Aguada,NULL,Candolim,Not Available,Goa,India,15.4925,73.7738,Monument/Site (unverified against supplied CPM PDF),Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Iconic,846002,837898,8104,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0143,Warangal,NULL,Warangal,Not Available,Telangana,India,17.9153,79.614,Centrally Protected Monument/Site,Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,92967,92690,277,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0144,"Western Group of Temples, Khajuraho",NULL,Khajuraho,Not Available,Madhya Pradesh,India,24.8318,79.9199,Monument/Site (unverified against supplied CPM PDF),UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,286736,244995,41741,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
